10,2.275108822926135,4.075812559008494
20,2.6449268322838,3.57088569970809
30,2.7748326154536542,2.942839741614552
40,4.021711627722477,4.745240951564945
50,4.015362623763424,4.014897922810826
60,3.2231024345148267,3.5490029386578197
70,2.704000941415046,3.5912529736418413
80,2.529729652053572,2.9077476124664337
90,2.704000941415046,3.2040512438107354
100,2.2794359976478287,2.734650267379679
110,2.129765535834822,3.3340256684491982
120,2.3078418521767166,3.1202456373346616
130,2.2794359976478287,2.5494703678686927
140,2.8928115185119374,3.3431585940352053
150,2.8928115185119374,3.2245518274100453
160,3.019747287033001,3.022881801125704
170,3.0478358263598655,3.1643466648773866
180,2.247033584359328,2.5380697207870706
190,2.222188388538295,3.1404867221389607
